257 32896 266
143 248 12 0
160 101 26 0
243 85 47 0
14 105 90 0
106 59 95 0
237 122 43 0
0 12 33 0
26 222 31 0
132 125 15 0
229 17 78 0
188 25 82 0
92 117 17 0
16 40 7 0
115 51 69 0
170 119 92 0
40 149 81 0
95 156 56 0
166 188 73 0
239 6 51 0
144 141 76 0
53 32 2 0
33 119 40 0
167 91 28 0
92 76 37 0
76 205 50 0
84 234 53 0
153 198 34 0
172 99 51 0
3 66 62 0
15 106 90 0
234 213 91 0
65 234 71 0
61 188 86 0
253 70 92 0
91 156 87 0
198 148 55 0
54 196 91 0
105 202 64 0
132 97 62 0
11 60 50 0
64 130 71 0
237 240 35 0
252 141 49 0
130 213 40 0
171 225 34 0
192 199 5 0
87 235 64 0
24 86 53 0
4 97 91 0
106 89 11 0
221 204 6 0
256 194 9 0
248 14 93 0
171 233 37 0
92 55 56 0
172 60 18 0
39 144 44 0
29 182 76 0
153 11 64 0
223 135 19 0
67 122 62 0
24 175 34 0
241 107 73 0
48 80 96 0
166 70 72 0
51 204 53 0
208 254 70 0
188 171 27 0
28 244 35 0
108 247 22 0
194 174 27 0
238 233 73 0
253 205 15 0
224 71 34 0
46 32 40 0
152 80 17 0
150 213 94 0
135 247 22 0
14 211 82 0
147 71 67 0
160 22 2 0
58 153 45 0
198 10 39 0
25 22 58 0
151 54 26 0
200 154 56 0
120 243 61 0
97 101 32 0
161 246 54 0
92 129 86 0
157 254 15 0
169 253 95 0
33 128 32 0
243 6 68 0
79 130 58 0
83 136 79 0
213 110 83 0
15 117 98 0
248 157 62 0
160 10 46 0
122 214 25 0
133 166 65 0
254 35 19 0
81 249 96 0
145 226 74 0
112 173 45 0
83 192 13 0
206 102 47 0
108 244 84 0
164 129 33 0
173 35 13 0
127 156 35 0
8 155 23 0
126 48 99 0
44 241 92 0
244 50 92 0
60 137 33 0
104 12 68 0
16 238 84 0
163 84 99 0
22 224 41 0
31 170 40 0
67 145 34 0
64 12 64 0
160 228 68 0
162 83 46 0
179 134 85 0
0 205 82 0
145 223 22 0
165 93 52 0
46 199 39 0
46 210 13 0
213 129 37 0
61 132 55 0
28 91 20 0
239 249 34 0
127 124 75 0
241 5 59 0
91 11 76 0
243 11 11 0
256 210 98 0
34 229 5 0
168 147 29 0
169 156 49 0
55 77 42 0
116 73 75 0
85 179 24 0
178 96 90 0
245 82 66 0
36 72 63 0
186 112 19 0
40 82 100 0
234 9 56 0
231 92 92 0
137 35 84 0
88 148 39 0
208 30 1 0
14 245 88 0
166 138 36 0
248 139 15 0
50 188 50 0
90 73 23 0
65 164 66 0
68 111 18 0
52 172 7 0
138 109 83 0
231 111 67 0
78 83 31 0
22 49 70 0
19 126 66 0
188 209 93 0
120 129 64 0
24 185 57 0
244 255 60 0
243 63 79 0
85 248 97 0
45 110 50 0
6 161 100 0
3 105 22 0
88 138 13 0
57 97 46 0
56 207 60 0
111 238 89 0
127 130 59 0
18 135 69 0
74 85 1 0
224 88 42 0
232 77 15 0
136 112 5 0
19 225 38 0
247 47 69 0
146 214 40 0
40 200 9 0
176 133 33 0
145 184 68 0
117 192 85 0
121 249 75 0
86 18 95 0
105 28 40 0
211 217 95 0
12 159 87 0
4 5 60 0
233 197 62 0
86 28 39 0
236 239 92 0
180 87 100 0
141 123 68 0
46 11 1 0
103 18 73 0
22 148 24 0
67 220 30 0
1 152 78 0
69 165 52 0
190 168 100 0
175 209 89 0
51 172 40 0
73 235 15 0
204 88 34 0
46 25 86 0
41 202 2 0
8 77 80 0
82 21 43 0
253 219 11 0
138 0 78 0
250 16 85 0
145 27 95 0
139 203 16 0
87 1 69 0
120 126 79 0
255 177 3 0
116 213 8 0
243 137 52 0
195 66 100 0
26 60 10 0
164 173 3 0
170 50 53 0
176 79 11 0
128 176 9 0
238 222 22 0
177 128 60 0
5 51 63 0
148 24 78 0
9 107 62 0
127 112 13 0
0 181 84 0
133 243 100 0
126 231 44 0
100 7 33 0
214 11 30 0
38 175 59 0
231 176 88 0
77 220 83 0
204 154 35 0
107 221 89 0
118 170 60 0
246 191 5 0
232 234 93 0
181 7 95 0
195 173 48 0
201 118 90 0
144 27 41 0
81 140 1 0
202 216 10 0
132 176 54 0
212 93 9 0
23 231 69 0
45 46 40 0
173 210 34 0
32 126 36 0
121 71 8 0
166 55 24 0
203 199 12 0
133 124 94 0
141 157 67 0
162 116 69 0
194 235 51 0
92 246 5 0
157 134 94 0
238 82 66 0
187 227 29 0
0 233 30 0
66 163 15 0
52 185 5 0
81 76 41 0
156 153 40 0
160 40 6 0
93 225 28 0
70 248 32 0
79 134 9 0
158 24 15 0
112 120 98 0
118 185 36 0
101 3 8 0
13 213 21 0
44 46 14 0
238 232 64 0
202 56 66 0
128 91 97 0
208 0 88 0
168 228 86 0
139 129 82 0
122 60 7 0
197 200 55 0
219 133 87 0
17 104 19 0
141 69 75 0
2 153 38 0
125 15 98 0
97 201 88 0
104 57 27 0
18 28 1 0
242 220 94 0
166 79 35 0
79 83 33 0
130 99 19 0
75 27 8 0
127 10 4 0
197 69 16 0
25 32 81 0
201 223 68 0
226 199 9 0
192 38 21 0
247 167 37 0
154 222 43 0
171 104 4 0
123 171 93 0
170 139 32 0
4 122 8 0
99 247 47 0
112 128 18 0
132 101 63 0
159 115 50 0
188 253 17 0
204 37 47 0
21 212 69 0
243 171 33 0
231 240 19 0
255 93 83 0
185 109 64 0
179 172 15 0
209 110 32 0
204 102 68 0
29 53 30 0
217 129 56 0
131 71 3 0
224 62 45 0
227 250 27 0
173 170 89 0
84 222 34 0
8 81 52 0
92 2 3 0
201 255 94 0
57 164 74 0
192 67 43 0
191 134 98 0
141 40 45 0
149 78 65 0
125 14 47 0
96 234 93 0
115 20 94 0
217 137 51 0
143 53 76 0
10 213 89 0
238 3 87 0
231 108 8 0
187 112 72 0
231 112 69 0
43 34 38 0
136 49 55 0
235 131 3 0
96 207 91 0
132 87 95 0
227 231 32 0
251 126 58 0
210 235 69 0
193 61 74 0
133 105 59 0
81 179 15 0
221 94 86 0
124 149 73 0
214 248 9 0
239 250 41 0
229 24 48 0
146 131 21 0
32 53 91 0
202 98 59 0
73 28 11 0
234 115 64 0
201 20 9 0
19 98 6 0
123 209 88 0
143 215 69 0
251 247 58 0
90 41 75 0
18 201 51 0
59 58 98 0
120 20 51 0
152 226 86 0
83 5 60 0
12 211 82 0
66 85 50 0
11 254 17 0
200 53 46 0
189 102 55 0
19 211 77 0
82 225 60 0
243 70 75 0
189 115 44 0
58 69 27 0
119 79 58 0
105 247 30 0
160 242 95 0
91 8 3 0
32 4 35 0
61 230 69 0
50 43 84 0
107 225 69 0
225 169 18 0
52 179 85 0
102 100 23 0
198 43 64 0
41 205 67 0
167 92 2 0
117 237 21 0
241 99 45 0
235 250 29 0
63 206 78 0
66 17 39 0
21 181 36 0
225 186 31 0
170 158 13 0
95 82 97 0
180 137 85 0
85 77 82 0
149 49 43 0
63 20 74 0
102 197 65 0
55 42 85 0
255 29 31 0
185 117 99 0
102 248 89 0
249 197 20 0
212 58 88 0
100 211 6 0
106 173 5 0
59 152 12 0
74 71 79 0
28 137 69 0
241 208 42 0
155 222 6 0
105 181 82 0
172 174 51 0
164 87 86 0
62 159 10 0
177 129 64 0
213 14 25 0
140 43 68 0
99 108 62 0
196 9 20 0
134 211 78 0
136 28 13 0
193 144 96 0
244 237 25 0
109 246 1 0
98 75 29 0
62 112 68 0
158 81 91 0
4 65 30 0
38 171 25 0
12 21 70 0
38 15 54 0
180 160 12 0
180 207 92 0
183 227 31 0
144 45 52 0
185 112 36 0
3 95 68 0
140 179 50 0
224 9 75 0
0 122 6 0
196 83 76 0
105 52 18 0
9 113 27 0
161 183 4 0
170 30 34 0
209 89 90 0
66 41 56 0
218 196 53 0
249 169 76 0
203 56 11 0
239 192 11 0
6 66 55 0
22 50 66 0
15 207 90 0
216 224 53 0
77 157 53 0
112 31 71 0
23 187 31 0
158 182 51 0
170 100 62 0
209 113 89 0
47 100 5 0
213 157 84 0
224 133 65 0
103 114 46 0
247 163 46 0
172 234 60 0
121 57 57 0
240 71 87 0
228 217 25 0
180 46 74 0
57 168 1 0
124 59 25 0
139 54 30 0
103 95 56 0
230 157 4 0
217 17 100 0
204 197 74 0
82 42 99 0
204 238 19 0
12 245 66 0
144 80 38 0
6 210 28 0
120 101 39 0
235 6 77 0
230 74 60 0
213 156 49 0
179 119 44 0
23 171 56 0
70 184 76 0
141 45 67 0
104 85 69 0
200 194 56 0
31 155 63 0
68 27 44 0
43 212 26 0
67 49 5 0
34 6 69 0
145 2 12 0
21 98 82 0
111 218 60 0
52 39 33 0
211 33 85 0
179 94 10 0
236 1 82 0
140 256 48 0
2 246 15 0
189 31 35 0
58 256 19 0
32 120 17 0
207 9 9 0
151 37 78 0
131 3 40 0
79 131 21 0
121 97 81 0
55 69 77 0
235 170 6 0
119 56 77 0
40 185 73 0
186 93 43 0
13 235 13 0
107 114 46 0
155 77 40 0
88 144 76 0
239 175 1 0
24 37 73 0
101 38 100 0
100 247 37 0
80 230 91 0
43 158 57 0
166 255 31 0
171 187 46 0
209 168 55 0
228 221 6 0
1 11 14 0
152 189 97 0
122 28 6 0
94 22 44 0
98 255 83 0
142 214 78 0
232 63 6 0
4 159 4 0
113 256 82 0
254 59 89 0
106 10 41 0
104 83 62 0
43 37 33 0
156 99 62 0
82 60 2 0
208 36 82 0
72 160 20 0
199 182 40 0
12 178 38 0
219 143 89 0
185 128 31 0
188 177 54 0
131 70 54 0
77 22 78 0
177 239 16 0
178 243 67 0
154 247 22 0
182 227 74 0
115 148 25 0
147 17 7 0
213 224 23 0
140 184 56 0
184 251 1 0
230 195 86 0
162 188 97 0
253 31 91 0
139 230 76 0
146 215 49 0
252 224 37 0
33 130 67 0
141 145 66 0
17 166 32 0
247 231 34 0
126 140 40 0
254 159 8 0
190 49 45 0
23 61 67 0
230 201 41 0
238 168 47 0
14 0 84 0
71 171 87 0
74 4 69 0
119 83 86 0
241 61 29 0
100 209 15 0
73 65 48 0
99 172 39 0
117 167 47 0
78 243 91 0
85 55 28 0
153 139 71 0
122 153 61 0
174 79 86 0
243 34 92 0
210 6 60 0
8 251 31 0
251 3 2 0
175 207 70 0
91 189 71 0
48 216 80 0
172 80 85 0
141 48 71 0
177 209 77 0
87 104 92 0
194 59 24 0
226 211 27 0
48 243 94 0
151 142 96 0
102 6 90 0
147 93 14 0
140 36 53 0
253 131 32 0
142 104 82 0
177 105 13 0
166 242 47 0
198 53 7 0
13 145 34 0
8 230 63 0
174 226 2 0
80 132 26 0
234 221 39 0
153 97 52 0
144 131 23 0
172 63 44 0
77 110 38 0
176 164 33 0
166 83 86 0
25 72 65 0
188 44 45 0
255 8 95 0
27 105 86 0
201 27 73 0
233 122 45 0
78 247 38 0
218 186 51 0
48 234 74 0
136 181 95 0
75 175 74 0
34 103 33 0
136 177 58 0
80 56 42 0
234 134 33 0
6 197 1 0
92 240 71 0
214 238 38 0
79 156 11 0
223 82 7 0
193 178 35 0
37 3 68 0
162 102 87 0
25 90 48 0
256 202 19 0
30 170 88 0
56 254 3 0
186 133 61 0
82 247 2 0
49 132 20 0
71 45 71 0
254 139 93 0
27 38 16 0
69 164 59 0
237 98 38 0
77 183 81 0
173 233 1 0
139 15 50 0
162 121 71 0
109 16 23 0
248 55 42 0
213 187 57 0
25 187 65 0
198 16 30 0
220 28 41 0
130 6 9 0
250 52 49 0
132 208 81 0
37 228 28 0
129 175 82 0
204 179 36 0
100 198 86 0
45 169 97 0
61 69 98 0
248 24 1 0
58 149 50 0
44 213 18 0
136 65 76 0
86 235 58 0
90 59 27 0
31 60 43 0
64 63 16 0
232 87 22 0
33 18 15 0
223 10 46 0
16 119 79 0
36 235 47 0
1 90 5 0
244 155 19 0
191 246 30 0
256 11 10 0
2 224 16 0
114 171 22 0
142 160 45 0
167 26 29 0
184 42 87 0
192 110 99 0
168 134 50 0
166 17 2 0
240 167 82 0
18 76 23 0
186 3 7 0
149 209 94 0
253 74 2 0
221 15 79 0
214 180 43 0
169 203 37 0
153 189 54 0
101 126 14 0
71 156 28 0
8 85 43 0
29 124 90 0
133 67 4 0
104 29 50 0
214 117 67 0
204 216 28 0
140 93 91 0
183 9 3 0
211 155 76 0
33 90 65 0
152 18 8 0
106 152 58 0
239 204 86 0
57 207 48 0
91 95 16 0
100 131 20 0
143 249 32 0
235 156 70 0
177 243 62 0
187 236 31 0
91 129 91 0
158 84 10 0
212 254 51 0
179 206 96 0
54 141 40 0
251 7 100 0
208 131 42 0
29 54 12 0
141 68 11 0
193 146 78 0
181 24 90 0
70 176 60 0
103 181 30 0
174 233 15 0
185 183 27 0
183 14 33 0
113 58 1 0
230 90 85 0
0 145 94 0
190 215 8 0
23 184 63 0
23 181 42 0
24 249 64 0
128 191 82 0
231 120 78 0
197 76 26 0
167 128 76 0
218 53 31 0
75 194 75 0
47 85 29 0
206 31 14 0
212 156 36 0
114 151 73 0
157 14 82 0
77 175 79 0
251 137 71 0
249 209 51 0
249 12 39 0
62 214 99 0
86 179 29 0
95 80 84 0
65 32 26 0
64 225 22 0
28 232 23 0
116 105 75 0
226 209 40 0
9 145 3 0
117 24 10 0
180 190 70 0
195 174 18 0
234 2 16 0
79 45 65 0
193 84 17 0
86 68 29 0
249 139 83 0
58 0 46 0
138 128 55 0
208 37 97 0
90 13 71 0
65 242 77 0
87 221 56 0
254 39 97 0
128 49 51 0
199 81 52 0
201 119 11 0
5 82 23 0
107 242 60 0
202 234 97 0
175 58 91 0
109 105 74 0
91 116 79 0
203 137 99 0
218 135 50 0
63 153 56 0
239 152 2 0
204 3 31 0
40 128 66 0
164 211 10 0
98 140 59 0
48 49 96 0
128 184 85 0
239 206 16 0
242 16 81 0
225 117 31 0
198 87 95 0
96 230 2 0
247 205 25 0
1 238 85 0
110 117 35 0
100 95 12 0
246 54 100 0
134 248 47 0
145 112 91 0
27 103 30 0
59 31 30 0
199 15 41 0
233 4 67 0
91 56 18 0
256 68 65 0
28 121 41 0
128 223 72 0
39 150 13 0
15 209 56 0
105 172 9 0
84 191 67 0
73 137 31 0
86 46 52 0
207 115 26 0
9 6 38 0
1 41 62 0
15 201 87 0
108 0 45 0
233 51 69 0
141 25 88 0
106 71 14 0
139 138 69 0
16 236 91 0
240 222 53 0
213 241 36 0
179 245 89 0
184 141 27 0
86 159 32 0
177 93 51 0
53 184 95 0
51 24 79 0
227 102 27 0
132 236 46 0
24 80 13 0
80 176 63 0
206 120 46 0
255 233 4 0
224 128 17 0
199 153 31 0
244 54 98 0
251 116 52 0
38 235 55 0
209 199 37 0
124 232 87 0
28 182 12 0
50 246 35 0
47 111 42 0
195 245 75 0
179 30 22 0
104 222 41 0
9 48 27 0
218 60 21 0
136 15 75 0
163 80 79 0
7 54 22 0
175 166 37 0
89 145 73 0
171 43 17 0
91 146 52 0
58 70 81 0
247 111 49 0
165 157 29 0
243 131 54 0
205 230 24 0
234 222 7 0
236 85 97 0
109 154 77 0
180 246 58 0
216 56 4 0
222 249 35 0
232 104 80 0
128 120 34 0
79 204 88 0
16 121 21 0
106 192 64 0
64 165 51 0
189 248 77 0
48 208 27 0
177 169 31 0
194 93 50 0
128 6 22 0
242 5 43 0
197 150 14 0
186 115 44 0
127 67 89 0
238 132 47 0
214 145 27 0
97 120 51 0
113 128 71 0
190 199 83 0
159 216 6 0
183 52 60 0
125 117 51 0
11 200 66 0
152 134 27 0
248 39 55 0
35 237 88 0
196 145 10 0
38 128 54 0
64 100 13 0
114 212 36 0
182 170 30 0
31 30 43 0
192 66 1 0
213 212 18 0
231 106 21 0
40 158 20 0
160 52 56 0
114 182 56 0
162 191 39 0
85 98 59 0
239 36 55 0
191 76 74 0
34 83 83 0
114 170 99 0
31 209 70 0
189 79 86 0
211 222 48 0
31 38 26 0
101 199 5 0
119 34 76 0
201 71 94 0
140 75 78 0
238 11 53 0
200 115 11 0
216 230 6 0
103 186 93 0
213 71 94 0
105 56 12 0
189 148 85 0
205 171 39 0
110 255 37 0
242 141 98 0
170 125 100 0
36 98 78 0
49 233 65 0
103 127 98 0
232 188 46 0
64 80 95 0
153 60 28 0
89 182 76 0
119 20 88 0
130 236 68 0
0 231 4 0
73 181 11 0
242 62 100 0
68 115 38 0
4 255 60 0
224 148 12 0
41 65 57 0
151 240 68 0
211 86 95 0
147 179 30 0
90 50 4 0
183 85 10 0
43 172 74 0
116 66 39 0
13 237 80 0
196 133 11 0
33 102 42 0
65 255 99 0
160 159 83 0
66 108 68 0
184 181 35 0
15 89 71 0
246 228 29 0
57 149 7 0
173 78 38 0
133 20 70 0
24 254 53 0
167 142 27 0
214 87 1 0
92 10 8 0
214 16 73 0
127 243 51 0
10 212 57 0
76 231 70 0
201 36 52 0
142 15 33 0
78 6 88 0
105 132 86 0
116 222 36 0
5 204 33 0
28 228 93 0
107 113 81 0
114 178 57 0
235 211 78 0
163 110 81 0
152 250 71 0
215 8 63 0
130 82 59 0
68 208 83 0
34 114 91 0
51 168 68 0
63 209 5 0
95 202 92 0
121 158 6 0
57 245 70 0
241 152 80 0
82 139 93 0
69 228 72 0
143 167 61 0
45 108 66 0
173 85 90 0
4 93 33 0
131 243 60 0
132 22 25 0
154 43 92 0
176 43 45 0
43 198 31 0
217 86 78 0
145 45 59 0
103 90 18 0
84 217 70 0
71 256 17 0
2 91 90 0
219 67 9 0
55 228 50 0
101 190 56 0
82 43 22 0
114 183 81 0
69 240 53 0
48 200 57 0
99 91 57 0
154 123 9 0
135 118 12 0
139 136 92 0
167 44 41 0
249 144 100 0
192 181 40 0
104 176 67 0
131 175 89 0
148 252 84 0
253 249 51 0
97 229 26 0
175 206 67 0
174 98 68 0
0 149 47 0
16 255 88 0
134 120 60 0
214 140 9 0
25 164 35 0
38 79 41 0
114 93 16 0
200 163 84 0
153 0 74 0
125 148 2 0
39 15 27 0
153 246 28 0
174 121 88 0
156 202 12 0
151 145 85 0
214 151 17 0
193 138 46 0
46 126 57 0
148 130 6 0
127 52 100 0
249 105 76 0
205 174 96 0
175 67 13 0
18 144 78 0
222 15 72 0
72 120 54 0
232 252 83 0
170 254 4 0
251 39 85 0
189 66 68 0
196 11 74 0
41 167 13 0
45 24 3 0
56 171 52 0
105 103 54 0
72 165 94 0
5 239 97 0
104 54 8 0
13 101 83 0
202 3 69 0
145 238 29 0
10 100 20 0
58 151 52 0
33 2 26 0
18 167 58 0
60 222 30 0
57 91 6 0
121 93 84 0
166 89 91 0
26 74 51 0
27 48 4 0
98 135 26 0
16 72 61 0
34 163 64 0
201 7 73 0
194 128 37 0
119 250 70 0
5 56 100 0
149 123 36 0
216 89 77 0
90 81 9 0
192 125 9 0
68 151 19 0
159 130 55 0
116 107 2 0
216 240 95 0
216 193 42 0
108 65 78 0
67 118 88 0
92 208 77 0
137 214 95 0
158 172 53 0
42 151 57 0
148 18 78 0
94 0 24 0
121 86 16 0
105 248 25 0
243 33 39 0
238 44 45 0
74 237 53 0
48 125 32 0
90 213 17 0
14 149 80 0
173 65 54 0
36 256 42 0
119 63 52 0
180 253 15 0
81 255 41 0
25 235 75 0
219 243 15 0
36 66 10 0
118 107 26 0
159 33 29 0
218 197 20 0
249 170 92 0
178 255 80 0
219 145 84 0
134 86 11 0
223 137 85 0
134 8 10 0
21 32 79 0
84 162 31 0
133 103 67 0
234 37 9 0
26 78 36 0
215 167 97 0
17 129 88 0
8 54 37 0
174 125 87 0
63 35 26 0
110 211 16 0
68 196 1 0
37 130 22 0
19 250 56 0
46 60 41 0
173 90 89 0
124 140 9 0
218 160 52 0
159 9 97 0
202 99 78 0
172 77 27 0
149 113 6 0
33 24 57 0
21 153 10 0
191 201 9 0
66 127 6 0
251 232 84 0
135 194 53 0
43 30 22 0
24 100 46 0
21 7 46 0
98 245 55 0
144 152 22 0
67 136 30 0
192 154 36 0
229 103 99 0
212 197 82 0
103 102 32 0
156 116 15 0
60 44 58 0
76 192 29 0
69 152 18 0
121 192 82 0
161 77 37 0
184 62 40 0
141 162 94 0
159 204 57 0
139 147 92 0
189 117 23 0
220 65 55 0
27 231 16 0
68 97 18 0
25 238 51 0
157 199 6 0
183 82 13 0
256 148 84 0
143 214 31 0
73 77 47 0
2 36 59 0
242 174 58 0
45 173 50 0
87 179 80 0
243 144 97 0
45 153 33 0
202 127 2 0
126 219 27 0
76 228 38 0
93 20 99 0
218 59 86 0
61 78 21 0
80 109 58 0
106 133 99 0
16 211 15 0
131 16 39 0
255 78 23 0
120 173 17 0
86 27 8 0
38 93 35 0
43 10 88 0
233 140 95 0
235 21 7 0
177 75 57 0
1 222 31 0
24 179 18 0
219 43 39 0
179 166 25 0
161 236 19 0
186 253 35 0
255 234 46 0
32 145 60 0
153 68 12 0
44 140 27 0
100 256 53 0
119 244 100 0
189 192 95 0
232 161 2 0
49 151 69 0
237 252 9 0
241 53 90 0
143 12 38 0
60 156 79 0
49 154 97 0
169 24 54 0
10 39 92 0
240 99 64 0
92 202 80 0
104 219 20 0
80 207 76 0
242 248 77 0
23 123 66 0
107 216 4 0
120 181 22 0
160 169 31 0
84 57 42 0
77 168 81 0
167 146 49 0
208 214 46 0
37 176 15 0
181 3 100 0
157 198 11 0
229 214 32 0
255 137 100 0
232 60 78 0
38 195 25 0
225 21 14 0
107 167 15 0
147 165 31 0
80 121 55 0
94 167 89 0
67 162 29 0
185 129 73 0
68 116 8 0
76 256 7 0
73 202 59 0
93 125 82 0
59 32 69 0
154 152 84 0
197 109 44 0
112 36 86 0
162 142 63 0
10 9 81 0
64 129 99 0
169 139 5 0
241 12 97 0
6 94 95 0
5 171 30 0
4 16 34 0
39 211 79 0
14 8 61 0
212 148 98 0
197 33 6 0
92 24 11 0
43 32 10 0
26 166 34 0
105 84 93 0
107 54 23 0
6 17 90 0
199 37 15 0
87 50 7 0
78 195 24 0
241 145 64 0
123 221 46 0
237 12 55 0
130 72 55 0
237 81 5 0
15 157 55 0
45 115 66 0
180 17 85 0
165 131 81 0
215 232 66 0
3 190 71 0
32 24 94 0
249 202 80 0
51 253 4 0
153 6 1 0
120 196 61 0
28 48 75 0
45 42 61 0
222 118 95 0
159 63 74 0
252 78 13 0
209 246 14 0
69 161 48 0
117 147 91 0
124 106 96 0
56 1 92 0
225 150 42 0
124 185 19 0
48 105 68 0
56 185 33 0
160 39 69 0
196 29 33 0
31 207 59 0
134 215 28 0
62 227 29 0
238 13 73 0
151 78 36 0
150 110 5 0
116 137 11 0
49 93 97 0
221 55 34 0
77 132 6 0
182 207 48 0
205 141 20 0
112 16 70 0
142 123 49 0
71 178 11 0
20 85 53 0
60 68 50 0
46 74 75 0
62 6 84 0
98 70 58 0
24 11 66 0
83 3 16 0
71 141 49 0
147 153 50 0
35 177 6 0
202 123 82 0
32 171 26 0
228 22 37 0
251 222 24 0
233 49 14 0
253 9 91 0
57 14 28 0
144 159 88 0
14 51 98 0
87 197 88 0
166 25 22 0
152 24 21 0
117 168 81 0
138 240 23 0
225 219 7 0
17 183 39 0
137 252 8 0
114 141 13 0
73 158 33 0
178 164 37 0
171 153 26 0
152 254 61 0
134 48 91 0
123 42 85 0
177 73 93 0
195 214 99 0
51 67 65 0
168 109 55 0
65 133 87 0
101 2 45 0
190 56 52 0
170 246 49 0
125 211 43 0
52 173 29 0
230 107 73 0
173 221 66 0
141 142 11 0
245 29 92 0
190 100 9 0
48 61 40 0
226 164 92 0
201 214 73 0
227 67 44 0
255 42 50 0
50 92 88 0
13 202 98 0
35 108 56 0
212 111 28 0
218 109 100 0
222 139 96 0
233 130 35 0
35 93 53 0
27 133 8 0
158 50 91 0
222 243 47 0
196 3 75 0
208 211 91 0
238 225 23 0
198 64 27 0
222 224 6 0
190 7 61 0
233 75 46 0
235 95 31 0
210 227 66 0
235 84 31 0
207 60 98 0
60 238 40 0
19 236 24 0
96 122 66 0
244 148 83 0
160 175 31 0
13 168 94 0
167 89 13 0
60 183 36 0
196 95 42 0
21 174 42 0
114 99 88 0
85 7 90 0
246 238 68 0
256 204 39 0
204 106 89 0
234 229 56 0
71 81 78 0
19 115 58 0
243 187 89 0
27 9 64 0
158 193 37 0
191 75 83 0
116 18 44 0
132 6 13 0
66 104 49 0
58 125 44 0
101 180 38 0
240 210 25 0
63 241 6 0
227 8 20 0
134 67 46 0
27 217 36 0
242 128 24 0
125 107 50 0
130 161 1 0
250 144 33 0
141 223 32 0
146 79 47 0
182 232 65 0
75 59 96 0
84 7 34 0
240 31 25 0
186 52 27 0
0 6 50 0
51 104 97 0
251 147 33 0
131 123 39 0
178 34 28 0
208 80 90 0
4 59 25 0
78 15 19 0
44 180 98 0
88 33 5 0
133 210 42 0
171 39 100 0
87 216 43 0
20 154 10 0
43 140 27 0
188 255 45 0
228 66 63 0
47 59 79 0
1 31 63 0
254 175 93 0
177 185 97 0
169 68 59 0
247 224 3 0
124 200 70 0
219 76 99 0
172 156 43 0
205 222 97 0
108 42 97 0
208 169 72 0
250 197 3 0
20 131 97 0
20 240 48 0
39 78 58 0
161 191 73 0
215 226 41 0
119 163 11 0
5 32 37 0
199 114 30 0
97 142 84 0
11 177 8 0
228 145 96 0
70 51 49 0
68 243 76 0
156 234 6 0
212 130 62 0
31 176 15 0
202 137 16 0
1 87 69 0
7 72 52 0
227 215 50 0
111 101 25 0
41 27 96 0
31 211 63 0
252 211 48 0
133 7 74 0
205 48 87 0
123 75 33 0
48 147 49 0
82 148 5 0
27 90 34 0
112 114 97 0
97 145 21 0
1 80 42 0
82 104 19 0
162 34 7 0
37 17 22 0
178 136 51 0
64 160 88 0
60 4 44 0
196 188 11 0
56 40 86 0
97 130 86 0
201 61 13 0
216 4 8 0
54 134 39 0
194 137 65 0
142 101 69 0
142 196 43 0
239 24 36 0
160 221 60 0
224 174 64 0
182 71 33 0
36 203 70 0
93 207 64 0
82 164 69 0
49 239 69 0
216 177 86 0
72 144 34 0
101 228 46 0
228 63 72 0
50 129 59 0
216 128 7 0
40 108 59 0
3 80 67 0
237 199 84 0
131 247 6 0
127 3 72 0
16 159 1 0
98 228 8 0
105 243 44 0
128 224 7 0
188 168 6 0
61 31 33 0
193 78 48 0
199 204 13 0
88 10 18 0
40 140 55 0
217 167 58 0
156 230 20 0
219 235 68 0
70 152 27 0
217 120 99 0
128 163 99 0
183 132 36 0
188 113 68 0
51 179 70 0
179 74 79 0
29 87 42 0
36 176 42 0
93 227 51 0
229 119 47 0
225 140 22 0
77 88 34 0
202 253 99 0
90 233 89 0
20 51 25 0
21 5 32 0
202 28 47 0
164 174 100 0
12 13 22 0
198 175 50 0
213 194 43 0
104 172 24 0
78 102 62 0
219 106 2 0
78 175 41 0
149 65 34 0
30 227 86 0
14 127 61 0
14 100 77 0
45 203 26 0
116 168 42 0
34 202 88 0
181 106 74 0
94 165 29 0
198 202 32 0
212 31 82 0
190 12 49 0
159 239 17 0
26 131 72 0
126 256 83 0
33 235 73 0
7 91 60 0
115 34 66 0
142 158 77 0
63 162 100 0
229 50 52 0
212 51 47 0
201 108 38 0
31 81 21 0
103 112 45 0
52 150 41 0
166 7 59 0
153 140 14 0
144 234 25 0
151 182 50 0
250 131 68 0
64 24 71 0
153 18 17 0
170 153 19 0
189 89 87 0
60 2 17 0
227 124 96 0
132 89 43 0
194 35 9 0
223 196 49 0
34 240 45 0
105 184 44 0
167 193 47 0
256 235 77 0
39 221 57 0
145 16 94 0
242 113 53 0
143 117 42 0
151 94 94 0
46 253 72 0
254 232 95 0
156 6 76 0
179 157 59 0
83 177 42 0
5 93 58 0
173 118 76 0
91 143 70 0
155 179 16 0
79 178 10 0
18 188 95 0
24 250 88 0
95 250 44 0
108 203 52 0
5 151 100 0
87 84 39 0
230 72 91 0
162 157 28 0
216 102 52 0
36 6 34 0
34 204 19 0
29 184 70 0
47 126 6 0
160 186 33 0
209 20 40 0
123 51 61 0
